BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
6864,0.004,0.012,0.04,0.1,1,4.2672,1230000.0,4.8265e+06,0.01218,1.4480e+07,0.29197,0.8,0.1
6865,0.004,0.0099,0.0306,0.075,1,4.2672,1133000.0,3.3344e+06,0.00913,1.0003e+07,0.16438,0.6,0.1
6866,0.004,0.0099,0.0306,0.075,1,4.2672,1449000.0,4.2644e+06,0.00913,1.2793e+07,0.16438,0.6,0.1
6867,0.004,0.012,0.04,0.1,2,2.1336,3389000.0,"2.6597e+07,1.7731e+07","0.03721,0.02480","7.9791e+07,5.3194e+07","0.89218,0.59479",0.8,0.1
6868,0.004,0.012,0.04,0.1,2,2.1336,1970000.0,"1.5461e+07,1.0307e+07","0.03721,0.02480","4.6382e+07,3.0921e+07","0.89218,0.59479",0.8,0.1
6869,0.004,0.012,0.04,0.1,2,2.1336,1970000.0,"1.5461e+07,1.0307e+07","0.03721,0.02480","4.6382e+07,3.0921e+07","0.89218,0.59479",0.8,0.1
6870,0.004,0.012,0.04,0.1,2,2.1336,1970000.0,"1.5461e+07,1.0307e+07","0.03721,0.02480","4.6382e+07,3.0921e+07","0.89218,0.59479",0.8,0.1
6871,0.004,0.0099,0.0306,0.075,2,2.1336,2074000.0,"1.2208e+07,8.1384e+06","0.02790,0.01860","3.6623e+07,2.4415e+07","0.50229,0.33486",0.6,0.1
6872,0.004,0.0099,0.0306,0.075,1,4.2672,1499000.0,4.4116e+06,0.00913,1.3235e+07,0.16438,0.6,0.1
6873,0.004,0.0099,0.0306,0.075,1,4.2672,1102000.0,3.2432e+06,0.00913,9.7296e+06,0.16438,0.6,0.1
6874,0.004,0.0099,0.0306,0.075,2,2.1336,2029000.0,"1.1943e+07,7.9618e+06","0.02790,0.01860","3.5828e+07,2.3885e+07","0.50229,0.33486",0.6,0.1
6875,0.004,0.012,0.04,0.1,1,4.2672,6370800.0,2.4999e+07,0.01218,7.4997e+07,0.29197,0.8,0.1
6876,0.005,0.01,0.03,0.08,1,6.096,13129285.714285715,3.2200e+07,0.00248,9.6599e+07,0.05994,0.5,0.4
6877,0.004,0.012,0.04,0.1,2,2.1336,934000.0,"7.3300e+06,4.8867e+06","0.03721,0.02480","2.1990e+07,1.4660e+07","0.89218,0.59479",0.8,0.1
6878,0.005,0.0087,0.0233,0.06,1,6.096,3752600.0,4.6016e+06,0.00124,1.3805e+07,0.02187,0.5,0.4
6879,0.004,0.0099,0.0306,0.075,1,4.2672,48110.256410256414,1.4159e+05,0.00913,4.2477e+05,0.16438,0.6,0.1
6880,0.004,0.0099,0.0306,0.075,1,4.2672,1538000.0,4.5263e+06,0.00913,1.3579e+07,0.16438,0.6,0.1
6881,0.004,0.012,0.04,0.1,2,2.1336,825428.5714285715,"6.4780e+06,4.3186e+06","0.03721,0.02480","1.9434e+07,1.2956e+07","0.89218,0.59479",0.8,0.1
6882,0.004,0.0099,0.0306,0.075,1,4.2672,1032000.0,3.0372e+06,0.00913,9.1115e+06,0.16438,0.6,0.1
6883,0.004,0.0099,0.0306,0.075,1,4.2672,1299000.0,3.8230e+06,0.00913,1.1469e+07,0.16438,0.6,0.1
6884,0.004,0.012,0.04,0.1,2,2.1336,1705000.0,"1.3381e+07,8.9206e+06","0.03721,0.02480","4.0143e+07,2.6762e+07","0.89218,0.59479",0.8,0.1
