BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
16965,0.004,0.0099,0.0306,0.075,1,4.106010677614669,1870000.0,5.5034e+06,0.00913,1.6510e+07,0.16438,0.6,0.1
16966,0.004,0.0099,0.0306,0.075,1,4.193414315692595,1223333.3333333337,3.6003e+06,0.00913,1.0801e+07,0.16438,0.6,0.1
16967,0.004,0.0099,0.0306,0.075,1,4.493293538966051,2475000.0,7.2839e+06,0.00913,2.1852e+07,0.16438,0.6,0.1
16968,0.004,0.0099,0.0306,0.075,1,4.117557833855804,2102500.0,6.1877e+06,0.00913,1.8563e+07,0.16438,0.6,0.1
16969,0.004,0.0099,0.0306,0.075,1,4.385110909440404,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16970,0.004,0.0099,0.0306,0.075,1,4.066063744235137,1960000.0,5.7683e+06,0.00913,1.7305e+07,0.16438,0.6,0.1
16971,0.004,0.0099,0.0306,0.075,1,4.226959311268635,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16972,0.004,0.0099,0.0306,0.075,1,4.336856763870625,2090000.0,6.1509e+06,0.00913,1.8453e+07,0.16438,0.6,0.1
16973,0.004,0.0099,0.0306,0.075,1,4.059790834192394,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16974,0.004,0.0099,0.0306,0.075,1,3.996311668240688,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16975,0.004,0.0099,0.0306,0.075,1,4.373448297211901,800000.0,2.3544e+06,0.00913,7.0632e+06,0.16438,0.6,0.1
16976,0.004,0.0099,0.0306,0.075,1,4.513675978732003,1610000.0,4.7382e+06,0.00913,1.4215e+07,0.16438,0.6,0.1
16977,0.004,0.0099,0.0306,0.075,1,4.250363987859239,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16978,0.004,0.0099,0.0306,0.075,1,4.170734790821183,2187500.0,6.4378e+06,0.00913,1.9313e+07,0.16438,0.6,0.1
16979,0.004,0.0099,0.0306,0.075,1,4.300544505333429,2277500.0,6.7027e+06,0.00913,2.0108e+07,0.16438,0.6,0.1
16980,0.004,0.0099,0.0306,0.075,1,4.279053628825698,2917500.0,8.5862e+06,0.00913,2.5759e+07,0.16438,0.6,0.1
16981,0.004,0.0099,0.0306,0.075,1,4.319341678818279,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16982,0.004,0.0099,0.0306,0.075,1,3.760476279388366,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16983,0.004,0.0099,0.0306,0.075,1,4.045085388330641,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16984,0.004,0.0099,0.0306,0.075,1,4.090619269274183,1040000.0,3.0607e+06,0.00913,9.1822e+06,0.16438,0.6,0.1
16985,0.004,0.0099,0.0306,0.075,1,4.29951083046436,1595000.0,4.6941e+06,0.00913,1.4082e+07,0.16438,0.6,0.1
16986,0.004,0.0099,0.0306,0.075,1,4.307043770345729,1355000.0,3.9878e+06,0.00913,1.1963e+07,0.16438,0.6,0.1
16987,0.004,0.0099,0.0306,0.075,1,4.405117348523859,1150000.0,3.3844e+06,0.00913,1.0153e+07,0.16438,0.6,0.1
16988,0.004,0.0099,0.0306,0.075,1,4.322513068367251,1512500.0,4.4513e+06,0.00913,1.3354e+07,0.16438,0.6,0.1
16989,0.004,0.0099,0.0306,0.075,1,3.9985073178072454,1512500.0,4.4513e+06,0.00913,1.3354e+07,0.16438,0.6,0.1
16990,0.004,0.0099,0.0306,0.075,1,4.587375643479452,2922500.0,8.6009e+06,0.00913,2.5803e+07,0.16438,0.6,0.1
16991,0.004,0.0099,0.0306,0.075,1,4.547391580736931,2320000.0,6.8278e+06,0.00913,2.0483e+07,0.16438,0.6,0.1
16992,0.004,0.0099,0.0306,0.075,1,4.007020749462791,8170400.0,2.4045e+07,0.00913,7.2136e+07,0.16438,0.6,0.1
16993,0.004,0.0099,0.0306,0.075,1,4.338779724749918,1572500.0,4.6279e+06,0.00913,1.3884e+07,0.16438,0.6,0.1
16994,0.004,0.0099,0.0306,0.075,1,4.142032689663105,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16995,0.004,0.0099,0.0306,0.075,1,4.296931115829763,15562000.0,4.5799e+07,0.00913,1.3740e+08,0.16438,0.6,0.1
16996,0.004,0.0099,0.0306,0.075,1,4.4979574261393225,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16997,0.004,0.0099,0.0306,0.075,1,4.746763834044591,2698666.6666666665,7.9422e+06,0.00913,2.3827e+07,0.16438,0.6,0.1
16998,0.004,0.0099,0.0306,0.075,1,4.43054127117485,2660000.0,7.8284e+06,0.00913,2.3485e+07,0.16438,0.6,0.1
16999,0.004,0.0099,0.0306,0.075,1,4.330593550256299,1635000.0,4.8118e+06,0.00913,1.4435e+07,0.16438,0.6,0.1
17000,0.004,0.0099,0.0306,0.075,1,4.1953082436098965,32345000.0,9.5191e+07,0.00913,2.8557e+08,0.16438,0.6,0.1
17001,0.004,0.0099,0.0306,0.075,1,4.306237779811453,3354666.6666666665,9.8728e+06,0.00913,2.9618e+07,0.16438,0.6,0.1
17002,0.004,0.0099,0.0306,0.075,1,4.567410751200323,3242000.0,9.5412e+06,0.00913,2.8624e+07,0.16438,0.6,0.1
17003,0.004,0.0099,0.0306,0.075,1,4.257671593705689,21750000.0,6.4010e+07,0.00913,1.9203e+08,0.16438,0.6,0.1
17004,0.004,0.0099,0.0306,0.075,1,4.082266063187108,2615000.0,7.6959e+06,0.00913,2.3088e+07,0.16438,0.6,0.1
17005,0.006,0.0104,0.0235,0.06,1,6.746135901313144,3752600.0,4.6016e+06,0.00194,1.3805e+07,0.03444,1.0,0.0
17006,0.004,0.0099,0.0306,0.075,1,4.378079981166833,2292500.0,6.7468e+06,0.00913,2.0240e+07,0.16438,0.6,0.1
17007,0.004,0.0099,0.0306,0.075,1,4.320288924655949,2695000.0,7.9314e+06,0.00913,2.3794e+07,0.16438,0.6,0.1
17008,0.004,0.0099,0.0306,0.075,1,4.131590599100914,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
17009,0.004,0.0099,0.0306,0.075,1,4.491822766492174,1782500.0,5.2459e+06,0.00913,1.5738e+07,0.16438,0.6,0.1
17010,0.004,0.0099,0.0306,0.075,1,4.178151948650804,270000.0,7.9461e+05,0.00913,2.3838e+06,0.16438,0.6,0.1
17011,0.004,0.0099,0.0306,0.075,1,4.238568820184857,1512500.0,4.4513e+06,0.00913,1.3354e+07,0.16438,0.6,0.1
17012,0.004,0.0099,0.0306,0.075,1,4.263646021324518,1512500.0,4.4513e+06,0.00913,1.3354e+07,0.16438,0.6,0.1
17013,0.004,0.0099,0.0306,0.075,1,4.19297387412769,1817500.0,5.3489e+06,0.00913,1.6047e+07,0.16438,0.6,0.1
17014,0.004,0.0099,0.0306,0.075,1,4.317822083241072,5783000.0,1.7019e+07,0.00913,5.1058e+07,0.16438,0.6,0.1
17015,0.004,0.0099,0.0306,0.075,1,4.520097804357652,3140000.0,9.2410e+06,0.00913,2.7723e+07,0.16438,0.6,0.1
17016,0.004,0.0099,0.0306,0.075,1,4.030271645586673,1340000.0,3.9436e+06,0.00913,1.1831e+07,0.16438,0.6,0.1
17017,0.004,0.0099,0.0306,0.075,1,4.37271405423744,535000.0,1.5745e+06,0.00913,4.7235e+06,0.16438,0.6,0.1
17018,0.004,0.0099,0.0306,0.075,1,4.304090320673696,3790000.0,1.1154e+07,0.00913,3.3462e+07,0.16438,0.6,0.1
17019,0.004,0.012,0.04,0.1,1,4.3001334879322615,4220000.0,1.6559e+07,0.01218,4.9678e+07,0.29197,0.8,0.1
17020,0.004,0.0099,0.0306,0.075,1,4.457330761673713,3060000.0,9.0056e+06,0.00913,2.7017e+07,0.16438,0.6,0.1
